date,asset,1m,3m,5m
2023-09-22 09:57:27,300965.SZ,,,
2023-09-22 09:57:30,000666.SZ,,,
2023-09-22 09:57:30,300965.SZ,,,
2023-09-22 09:57:33,000666.SZ,,,
2023-09-22 09:57:33,300965.SZ,,,
2023-09-22 09:57:36,000666.SZ,,,
2023-09-22 09:57:36,300965.SZ,,,
2023-09-22 09:57:39,000666.SZ,,,
2023-09-22 09:57:39,300965.SZ,,,
2023-09-22 09:57:42,000666.SZ,,,
2023-09-22 09:57:42,300965.SZ,,,
2023-09-22 09:57:45,000666.SZ,,,
2023-09-22 09:57:45,300965.SZ,,,
2023-09-22 09:57:48,000666.SZ,,,
2023-09-22 09:57:48,300965.SZ,,,
2023-09-22 09:57:51,000666.SZ,,,
2023-09-22 09:57:51,300965.SZ,,,
2023-09-22 09:57:54,000666.SZ,,,
2023-09-22 09:57:54,300965.SZ,,,
2023-09-22 09:57:57,000666.SZ,,,
2023-09-22 09:57:57,300965.SZ,,,
2023-09-22 09:58:00,000666.SZ,,,
2023-09-22 09:58:00,300965.SZ,,,
2023-09-22 09:58:03,000666.SZ,,,
2023-09-22 09:58:03,300965.SZ,,,
2023-09-22 09:58:06,000666.SZ,,,
2023-09-22 09:58:06,300965.SZ,,,
2023-09-22 09:58:09,000666.SZ,,,
2023-09-22 09:58:09,300965.SZ,,,
2023-09-22 09:58:12,000666.SZ,,,
2023-09-22 09:58:12,300965.SZ,,,
2023-09-22 09:58:15,000666.SZ,,,
2023-09-22 09:58:15,300965.SZ,,,
2023-09-22 09:58:18,000666.SZ,,,
2023-09-22 09:58:18,300965.SZ,,,
2023-09-22 09:58:21,000666.SZ,,,
2023-09-22 09:58:21,300965.SZ,,,
2023-09-22 09:58:24,000666.SZ,,,
2023-09-22 09:58:24,300965.SZ,,,
2023-09-22 09:58:27,000666.SZ,,,
2023-09-22 09:58:27,300965.SZ,,,
2023-09-22 09:58:30,000666.SZ,,,
2023-09-22 09:58:30,300965.SZ,,,
2023-09-22 09:58:33,000666.SZ,,,
2023-09-22 09:58:33,300965.SZ,,,
2023-09-22 09:58:36,000666.SZ,,,
2023-09-22 09:58:36,300965.SZ,,,
2023-09-22 09:58:39,000666.SZ,,,
2023-09-22 09:58:39,300965.SZ,,,
2023-09-22 09:58:42,000666.SZ,,,
2023-09-22 09:58:42,300965.SZ,,,
2023-09-22 09:58:45,000666.SZ,,,
2023-09-22 09:58:45,300965.SZ,,,
2023-09-22 09:58:48,000666.SZ,,,
2023-09-22 09:58:48,300965.SZ,,,
2023-09-22 09:58:51,000666.SZ,,,
2023-09-22 09:58:51,300965.SZ,,,
2023-09-22 09:58:54,000666.SZ,,,
2023-09-22 09:58:54,300965.SZ,,,
2023-09-22 09:58:57,000666.SZ,,,
2023-09-22 09:58:57,300965.SZ,,,
2023-09-22 09:59:00,000666.SZ,,,
2023-09-22 09:59:00,300965.SZ,,,
2023-09-22 09:59:03,000666.SZ,,,
2023-09-22 09:59:03,300965.SZ,,,
2023-09-22 09:59:06,000666.SZ,,,
2023-09-22 09:59:06,300965.SZ,,,
2023-09-22 09:59:09,000666.SZ,,,
2023-09-22 09:59:09,300965.SZ,,,
2023-09-22 09:59:12,000666.SZ,,,
2023-09-22 09:59:12,300965.SZ,,,
2023-09-22 09:59:15,000666.SZ,,,
2023-09-22 09:59:15,300965.SZ,,,
2023-09-22 09:59:18,000666.SZ,,,
2023-09-22 09:59:18,300965.SZ,,,
2023-09-22 09:59:21,000666.SZ,,,
2023-09-22 09:59:21,300965.SZ,,,
2023-09-22 09:59:24,000666.SZ,,,
2023-09-22 09:59:24,300965.SZ,,,
2023-09-22 09:59:27,000666.SZ,,,
2023-09-22 09:59:27,300965.SZ,,,
2023-09-22 09:59:30,000666.SZ,,,
2023-09-22 09:59:30,300965.SZ,,,
2023-09-22 09:59:33,000666.SZ,,,
2023-09-22 09:59:33,300965.SZ,,,
2023-09-22 09:59:36,000666.SZ,,,
2023-09-22 09:59:36,300965.SZ,,,
2023-09-22 09:59:39,000666.SZ,,,
2023-09-22 09:59:39,300965.SZ,,,
2023-09-22 09:59:42,000666.SZ,,,
2023-09-22 09:59:42,300965.SZ,,,
2023-09-22 09:59:45,000666.SZ,,,
2023-09-22 09:59:45,300965.SZ,,,
2023-09-22 09:59:48,000666.SZ,,,
2023-09-22 09:59:48,300965.SZ,,,
2023-09-22 09:59:51,000666.SZ,,,
2023-09-22 09:59:51,300965.SZ,,,
2023-09-22 09:59:54,000666.SZ,,,
2023-09-22 09:59:54,300965.SZ,,,
2023-09-22 09:59:57,000666.SZ,,,
2023-09-22 09:59:57,300965.SZ,,,
2023-09-22 10:00:00,000666.SZ,,,
2023-09-22 10:00:00,300965.SZ,,,
2023-09-22 10:00:03,000666.SZ,,,
2023-09-22 10:00:03,300965.SZ,,,
2023-09-22 10:00:06,000666.SZ,,,
2023-09-22 10:00:06,300965.SZ,,,
2023-09-22 10:00:09,000666.SZ,,,
2023-09-22 10:00:09,300965.SZ,,,
2023-09-22 10:00:12,000666.SZ,,,
2023-09-22 10:00:12,300965.SZ,,,
2023-09-22 10:00:15,000666.SZ,,,
2023-09-22 10:00:15,300965.SZ,,,
2023-09-22 10:00:18,000666.SZ,,,
2023-09-22 10:00:18,300965.SZ,,,
2023-09-22 10:00:21,000666.SZ,,,
2023-09-22 10:00:21,300965.SZ,,,
2023-09-22 10:00:24,000666.SZ,,,
2023-09-22 10:00:24,300965.SZ,,,
2023-09-22 10:00:27,000666.SZ,,,
2023-09-22 10:00:27,300965.SZ,,,
2023-09-22 10:00:30,000666.SZ,,,
2023-09-22 10:00:30,300965.SZ,,,
2023-09-22 10:00:33,000666.SZ,,,
2023-09-22 10:00:33,300965.SZ,,,
2023-09-22 10:00:36,000666.SZ,,,
2023-09-22 10:00:36,300965.SZ,,,
2023-09-22 10:00:39,000666.SZ,,,
2023-09-22 10:00:39,300965.SZ,,,
2023-09-22 10:00:42,000666.SZ,,,
2023-09-22 10:00:42,300965.SZ,,,
2023-09-22 10:00:45,000666.SZ,,,
2023-09-22 10:00:45,300965.SZ,,,
2023-09-22 10:00:48,000666.SZ,,,
2023-09-22 10:00:48,300965.SZ,,,
2023-09-22 10:00:51,000666.SZ,,,
2023-09-22 10:00:51,300965.SZ,,,
2023-09-22 10:00:54,000666.SZ,,,
2023-09-22 10:00:54,300965.SZ,,,
2023-09-22 10:00:57,000666.SZ,,,
2023-09-22 10:00:57,300965.SZ,,,
2023-09-22 10:01:00,000666.SZ,,,
2023-09-22 10:01:00,300965.SZ,,,
2023-09-22 10:01:03,000666.SZ,,,
2023-09-22 10:01:03,300965.SZ,,,
2023-09-22 10:01:06,000666.SZ,,,
2023-09-22 10:01:06,300965.SZ,,,
2023-09-22 10:01:09,000666.SZ,,,
2023-09-22 10:01:09,300965.SZ,,,
2023-09-22 10:01:12,000666.SZ,,,
2023-09-22 10:01:12,300965.SZ,,,
2023-09-22 10:01:15,000666.SZ,,,
2023-09-22 10:01:15,300965.SZ,,,
2023-09-22 10:01:18,000666.SZ,,,
2023-09-22 10:01:18,300965.SZ,,,
2023-09-22 10:01:21,000666.SZ,,,
2023-09-22 10:01:21,300965.SZ,,,
2023-09-22 10:01:24,000666.SZ,,,
2023-09-22 10:01:24,300965.SZ,,,
2023-09-22 10:01:27,000666.SZ,,,
2023-09-22 10:01:27,300965.SZ,,,
2023-09-22 10:01:30,000666.SZ,,,
2023-09-22 10:01:30,300965.SZ,,,
2023-09-22 10:01:33,000666.SZ,,,
2023-09-22 10:01:33,300965.SZ,,,
2023-09-22 10:01:36,000666.SZ,,,
2023-09-22 10:01:36,300965.SZ,,,
2023-09-22 10:01:39,000666.SZ,,,
2023-09-22 10:01:39,300965.SZ,,,
2023-09-22 10:01:42,000666.SZ,,,
2023-09-22 10:01:42,300965.SZ,,,
2023-09-22 10:01:45,000666.SZ,,,
2023-09-22 10:01:45,300965.SZ,,,
2023-09-22 10:01:48,000666.SZ,,,
2023-09-22 10:01:48,300965.SZ,,,
2023-09-22 10:01:51,000666.SZ,,,
2023-09-22 10:01:51,300965.SZ,,,
2023-09-22 10:01:54,000666.SZ,,,
2023-09-22 10:01:54,300965.SZ,,,
2023-09-22 10:01:57,000666.SZ,,,
2023-09-22 10:01:57,300965.SZ,,,
2023-09-22 10:02:00,000666.SZ,,,
2023-09-22 10:02:00,300965.SZ,,,
2023-09-22 10:02:03,000666.SZ,,,
2023-09-22 10:02:03,300965.SZ,,,
2023-09-22 10:02:06,000666.SZ,,,
2023-09-22 10:02:06,300965.SZ,,,
2023-09-22 10:02:09,000666.SZ,,,
2023-09-22 10:02:09,300965.SZ,,,
2023-09-22 10:02:12,000666.SZ,,,
2023-09-22 10:02:12,300965.SZ,,,
2023-09-22 10:02:15,000666.SZ,,,
2023-09-22 10:02:15,300965.SZ,,,
2023-09-22 10:02:18,000666.SZ,,,
2023-09-22 10:02:18,300965.SZ,,,
2023-09-22 10:02:21,000666.SZ,,,
2023-09-22 10:02:21,300965.SZ,,,
2023-09-22 10:02:24,000666.SZ,,,
2023-09-22 10:02:24,300965.SZ,,,
2023-09-22 10:02:27,000666.SZ,,,
2023-09-22 10:02:27,300965.SZ,,,
2023-09-22 10:02:30,000666.SZ,,,
2023-09-22 10:02:30,300965.SZ,,,
2023-09-22 10:02:33,000666.SZ,,,
2023-09-22 10:02:33,300965.SZ,,,
2023-09-22 10:02:36,000666.SZ,,,
2023-09-22 10:02:36,300965.SZ,,,
2023-09-22 10:02:39,000666.SZ,,,
2023-09-22 10:02:39,300965.SZ,,,
2023-09-22 10:02:42,000666.SZ,,,
2023-09-22 10:02:42,300965.SZ,,,
2023-09-22 10:02:45,000666.SZ,,,
2023-09-22 10:02:45,300965.SZ,,,
2023-09-22 10:02:48,000666.SZ,,,
2023-09-22 10:02:48,300965.SZ,,,
2023-09-22 10:02:51,000666.SZ,,,
2023-09-22 10:02:51,300965.SZ,,,
2023-09-22 10:02:54,000666.SZ,,,
2023-09-22 10:02:54,300965.SZ,,,
2023-09-22 10:02:57,000666.SZ,,,
2023-09-22 10:02:57,300965.SZ,,,
2023-09-22 10:03:00,000666.SZ,,,
2023-09-22 10:03:00,300965.SZ,,,
2023-09-22 10:03:03,000666.SZ,,,
2023-09-22 10:03:03,300965.SZ,,,
2023-09-22 10:03:06,000666.SZ,,,
2023-09-22 10:03:06,300965.SZ,,,
2023-09-22 10:03:09,000666.SZ,,,
2023-09-22 10:03:09,300965.SZ,,,
2023-09-22 10:03:12,000666.SZ,,,
2023-09-22 10:03:12,300965.SZ,,,
2023-09-22 10:03:15,000666.SZ,,,
2023-09-22 10:03:15,300965.SZ,,,
2023-09-22 10:03:18,000666.SZ,,,
2023-09-22 10:03:18,300965.SZ,,,
2023-09-22 10:03:21,000666.SZ,,,
2023-09-22 10:03:21,300965.SZ,,,
2023-09-22 10:03:24,000666.SZ,,,
2023-09-22 10:03:24,300965.SZ,,,
2023-09-22 10:03:27,000666.SZ,,,
2023-09-22 10:03:27,300965.SZ,,,
2023-09-22 10:03:30,000666.SZ,,,
2023-09-22 10:03:30,300965.SZ,,,
2023-09-22 10:03:33,000666.SZ,,,
2023-09-22 10:03:33,300965.SZ,,,
2023-09-22 10:03:36,000666.SZ,,,
2023-09-22 10:03:36,300965.SZ,,,
2023-09-22 10:03:39,000666.SZ,,,
2023-09-22 10:03:39,300965.SZ,,,
2023-09-22 10:03:42,000666.SZ,,,
2023-09-22 10:03:42,300965.SZ,,,
2023-09-22 10:03:45,000666.SZ,,,
2023-09-22 10:03:45,300965.SZ,,,
2023-09-22 10:03:48,000666.SZ,,,
2023-09-22 10:03:48,300965.SZ,,,
2023-09-22 10:03:51,000666.SZ,,,
2023-09-22 10:03:51,300965.SZ,,,
2023-09-22 10:03:54,000666.SZ,,,
2023-09-22 10:03:54,300965.SZ,,,
2023-09-22 10:03:57,000666.SZ,,,
2023-09-22 10:03:57,300965.SZ,,,
2023-09-22 10:04:00,000666.SZ,,,
2023-09-22 10:04:00,300965.SZ,,,
2023-09-22 10:04:03,000666.SZ,,,
2023-09-22 10:04:03,300965.SZ,,,
2023-09-22 10:04:06,000666.SZ,,,
2023-09-22 10:04:06,300965.SZ,,,
2023-09-22 10:04:09,000666.SZ,,,
2023-09-22 10:04:09,300965.SZ,,,
2023-09-22 10:04:12,000666.SZ,,,
2023-09-22 10:04:12,300965.SZ,,,
2023-09-22 10:04:15,000666.SZ,,,
2023-09-22 10:04:15,300965.SZ,,,
2023-09-22 10:04:18,000666.SZ,,,
2023-09-22 10:04:18,300965.SZ,,,
2023-09-22 10:04:21,000666.SZ,,,
2023-09-22 10:04:21,300965.SZ,,,
2023-09-22 10:04:24,000666.SZ,,,
2023-09-22 10:04:24,300965.SZ,,,
2023-09-22 10:04:27,000666.SZ,,,
2023-09-22 10:04:27,300965.SZ,,,
2023-09-22 10:04:30,000666.SZ,,,
2023-09-22 10:04:30,300965.SZ,,,
2023-09-22 10:04:33,000666.SZ,,,
2023-09-22 10:04:33,300965.SZ,,,
2023-09-22 10:04:36,000666.SZ,,,
2023-09-22 10:04:36,300965.SZ,,,
2023-09-22 10:04:39,000666.SZ,,,
2023-09-22 10:04:39,300965.SZ,,,
2023-09-22 10:04:42,000666.SZ,,,
2023-09-22 10:04:42,300965.SZ,,,
2023-09-22 10:04:45,000666.SZ,,,
2023-09-22 10:04:45,300965.SZ,,,
2023-09-22 10:04:48,000666.SZ,,,
2023-09-22 10:04:48,300965.SZ,,,
2023-09-22 10:04:51,000666.SZ,,,
2023-09-22 10:04:51,300965.SZ,,,
2023-09-22 10:04:54,000666.SZ,,,
2023-09-22 10:04:54,300965.SZ,,,
2023-09-22 10:04:57,000666.SZ,,,
2023-09-22 10:04:57,300965.SZ,,,
2023-09-22 10:05:00,000666.SZ,,,
2023-09-22 10:05:00,300965.SZ,,,
2023-09-22 10:05:03,000666.SZ,,,
2023-09-22 10:05:03,300965.SZ,,,
2023-09-22 10:05:06,000666.SZ,,,
2023-09-22 10:05:06,300965.SZ,,,
2023-09-22 10:05:09,000666.SZ,,,
2023-09-22 10:05:09,300965.SZ,,,
2023-09-22 10:05:12,000666.SZ,,,
2023-09-22 10:05:12,300965.SZ,,,
2023-09-22 10:05:15,000666.SZ,,,
2023-09-22 10:05:15,300965.SZ,,,
2023-09-22 10:05:18,000666.SZ,,,
2023-09-22 10:05:18,300965.SZ,,,
2023-09-22 10:05:21,000666.SZ,,,
2023-09-22 10:05:21,300965.SZ,,,
2023-09-22 10:05:24,000666.SZ,,,
2023-09-22 10:05:24,300965.SZ,,,
2023-09-22 10:05:27,000666.SZ,,,
2023-09-22 10:05:27,300965.SZ,,,
2023-09-22 10:05:30,000666.SZ,,,
2023-09-22 10:05:30,300965.SZ,,,
2023-09-22 10:05:33,000666.SZ,,,
2023-09-22 10:05:33,300965.SZ,,,
2023-09-22 10:05:36,000666.SZ,,,
2023-09-22 10:05:36,300965.SZ,,,
2023-09-22 10:05:39,000666.SZ,,,
2023-09-22 10:05:39,300965.SZ,,,
2023-09-22 10:05:42,000666.SZ,,,
2023-09-22 10:05:42,300965.SZ,,,
2023-09-22 10:05:45,000666.SZ,,,
2023-09-22 10:05:45,300965.SZ,,,
2023-09-22 10:05:48,000666.SZ,,,
2023-09-22 10:05:48,300965.SZ,,,
2023-09-22 10:05:51,000666.SZ,,,
2023-09-22 10:05:51,300965.SZ,,,
2023-09-22 10:05:54,000666.SZ,,,
2023-09-22 10:05:54,300965.SZ,,,
2023-09-22 10:05:57,000666.SZ,,,
2023-09-22 10:05:57,300965.SZ,,,
2023-09-22 10:06:00,000666.SZ,,,
2023-09-22 10:06:00,300965.SZ,,,
2023-09-22 10:06:03,000666.SZ,,,
2023-09-22 10:06:03,300965.SZ,,,
2023-09-22 10:06:06,000666.SZ,,,
2023-09-22 10:06:06,300965.SZ,,,
2023-09-22 10:06:09,000666.SZ,,,
2023-09-22 10:06:09,300965.SZ,,,
2023-09-22 10:06:12,000666.SZ,,,
2023-09-22 10:06:12,300965.SZ,,,
2023-09-22 10:06:15,000666.SZ,,,
2023-09-22 10:06:15,300965.SZ,,,
2023-09-22 10:06:18,000666.SZ,,,
2023-09-22 10:06:18,300965.SZ,,,
2023-09-22 10:06:21,000666.SZ,,,
2023-09-22 10:06:21,300965.SZ,,,
2023-09-22 10:06:24,000666.SZ,,,
2023-09-22 10:06:24,300965.SZ,,,
2023-09-22 10:06:27,000666.SZ,,,
2023-09-22 10:06:27,300965.SZ,,,
2023-09-22 10:06:30,000666.SZ,,,
2023-09-22 10:06:30,300965.SZ,,,
2023-09-22 10:06:33,000666.SZ,,,
2023-09-22 10:06:33,300965.SZ,,,
2023-09-22 10:06:36,000666.SZ,,,
2023-09-22 10:06:36,300965.SZ,,,
2023-09-22 10:06:39,000666.SZ,,,
2023-09-22 10:06:39,300965.SZ,,,
2023-09-22 10:06:42,000666.SZ,,,
2023-09-22 10:06:42,300965.SZ,,,
2023-09-22 10:06:45,000666.SZ,,,
2023-09-22 10:06:45,300965.SZ,,,
2023-09-22 10:06:48,000666.SZ,,,
2023-09-22 10:06:48,300965.SZ,,,
2023-09-22 10:06:51,000666.SZ,,,
2023-09-22 10:06:51,300965.SZ,,,
2023-09-22 10:06:54,000666.SZ,,,
2023-09-22 10:06:54,300965.SZ,,,
2023-09-22 10:06:57,000666.SZ,,,
2023-09-22 10:06:57,300965.SZ,,,
2023-09-22 10:07:00,000666.SZ,,,
2023-09-22 10:07:00,300965.SZ,,,
2023-09-22 10:07:03,000666.SZ,,,
2023-09-22 10:07:03,300965.SZ,,,
2023-09-22 10:07:06,000666.SZ,,,
2023-09-22 10:07:06,300965.SZ,,,
2023-09-22 10:07:09,000666.SZ,,,
2023-09-22 10:07:09,300965.SZ,,,
2023-09-22 10:07:12,000666.SZ,,,
2023-09-22 10:07:12,300965.SZ,,,
2023-09-22 10:07:15,000666.SZ,,,
2023-09-22 10:07:15,300965.SZ,,,
2023-09-22 10:07:18,000666.SZ,,,
2023-09-22 10:07:18,300965.SZ,,,
2023-09-22 10:07:21,000666.SZ,,,
2023-09-22 10:07:21,300965.SZ,,,
2023-09-22 10:07:24,000666.SZ,,,
2023-09-22 10:07:24,300965.SZ,,,
2023-09-22 10:07:27,000666.SZ,,,
2023-09-22 10:07:27,300965.SZ,,,
2023-09-22 10:07:30,000666.SZ,,,
2023-09-22 10:07:30,300965.SZ,,,
2023-09-22 10:07:33,000666.SZ,,,
2023-09-22 10:07:33,300965.SZ,,,
2023-09-22 10:07:36,000666.SZ,,,
2023-09-22 10:07:36,300965.SZ,,,
2023-09-22 10:07:39,000666.SZ,,,
2023-09-22 10:07:39,300965.SZ,,,
2023-09-22 10:07:42,000666.SZ,,,
2023-09-22 10:07:42,300965.SZ,,,
2023-09-22 10:07:45,000666.SZ,,,
2023-09-22 10:07:45,300965.SZ,,,
2023-09-22 10:07:48,000666.SZ,,,
2023-09-22 10:07:48,300965.SZ,,,
2023-09-22 10:07:51,000666.SZ,,,
2023-09-22 10:07:51,300965.SZ,,,
2023-09-22 10:07:54,000666.SZ,,,
2023-09-22 10:07:54,300965.SZ,,,
2023-09-22 10:07:57,000666.SZ,,,
2023-09-22 10:07:57,300965.SZ,,,
2023-09-22 10:08:00,000666.SZ,,,
2023-09-22 10:08:00,300965.SZ,,,
2023-09-22 10:08:03,000666.SZ,,,
2023-09-22 10:08:03,300965.SZ,,,
2023-09-22 10:08:06,000666.SZ,,,
2023-09-22 10:08:06,300965.SZ,,,
2023-09-22 10:08:09,000666.SZ,,,
2023-09-22 10:08:09,300965.SZ,,,
2023-09-22 10:08:12,000666.SZ,,,
2023-09-22 10:08:12,300965.SZ,,,
2023-09-22 10:08:15,000666.SZ,,,
2023-09-22 10:08:15,300965.SZ,,,
2023-09-22 10:08:18,000666.SZ,,,
2023-09-22 10:08:18,300965.SZ,,,
2023-09-22 10:08:21,000666.SZ,,,
2023-09-22 10:08:21,300965.SZ,,,
2023-09-22 10:08:24,000666.SZ,,,
2023-09-22 10:08:24,300965.SZ,,,
2023-09-22 10:08:27,000666.SZ,,,
2023-09-22 10:08:27,300965.SZ,,,
2023-09-22 10:08:30,000666.SZ,,,
2023-09-22 10:08:30,300965.SZ,,,
2023-09-22 10:08:33,000666.SZ,,,
2023-09-22 10:08:33,300965.SZ,,,
2023-09-22 10:08:36,000666.SZ,,,
2023-09-22 10:08:36,300965.SZ,,,
2023-09-22 10:08:39,000666.SZ,,,
2023-09-22 10:08:39,300965.SZ,,,
2023-09-22 10:08:42,000666.SZ,,,
2023-09-22 10:08:42,300965.SZ,,,
2023-09-22 10:08:45,000666.SZ,,,
2023-09-22 10:08:45,300965.SZ,,,
2023-09-22 10:08:48,000666.SZ,,,
2023-09-22 10:08:48,300965.SZ,,,
2023-09-22 10:08:51,000666.SZ,,,
2023-09-22 10:08:51,300965.SZ,,,
2023-09-22 10:08:54,000666.SZ,,,
2023-09-22 10:08:54,300965.SZ,,,
2023-09-22 10:08:57,000666.SZ,,,
2023-09-22 10:08:57,300965.SZ,,,
2023-09-22 10:09:00,000666.SZ,,,
2023-09-22 10:09:00,300965.SZ,,,
2023-09-22 10:09:03,000666.SZ,,,
2023-09-22 10:09:03,300965.SZ,,,
2023-09-22 10:09:06,000666.SZ,,,
2023-09-22 10:09:06,300965.SZ,,,
2023-09-22 10:09:09,000666.SZ,,,
2023-09-22 10:09:09,300965.SZ,,,
2023-09-22 10:09:12,000666.SZ,,,
2023-09-22 10:09:12,300965.SZ,,,
2023-09-22 10:09:15,000666.SZ,,,
2023-09-22 10:09:15,300965.SZ,,,
2023-09-22 10:09:18,000666.SZ,,,
2023-09-22 10:09:18,300965.SZ,,,
2023-09-22 10:09:21,000666.SZ,,,
2023-09-22 10:09:21,300965.SZ,,,
2023-09-22 10:09:24,000666.SZ,,,
2023-09-22 10:09:24,300965.SZ,,,
2023-09-22 10:09:27,000666.SZ,,,
2023-09-22 10:09:27,300965.SZ,,,
2023-09-22 10:09:30,000666.SZ,,,
2023-09-22 10:09:30,300965.SZ,,,
2023-09-22 10:09:33,000666.SZ,,,
2023-09-22 10:09:33,300965.SZ,,,
2023-09-22 10:09:36,000666.SZ,,,
2023-09-22 10:09:36,300965.SZ,,,
2023-09-22 10:09:39,000666.SZ,,,
2023-09-22 10:09:39,300965.SZ,,,
2023-09-22 10:09:42,000666.SZ,,,
2023-09-22 10:09:42,300965.SZ,,,
2023-09-22 10:09:45,000666.SZ,,,
2023-09-22 10:09:45,300965.SZ,,,
2023-09-22 10:09:48,000666.SZ,,,
2023-09-22 10:09:48,300965.SZ,,,
2023-09-22 10:09:51,000666.SZ,,,
2023-09-22 10:09:51,300965.SZ,,,
2023-09-22 10:09:54,000666.SZ,,,
2023-09-22 10:09:54,300965.SZ,,,
2023-09-22 10:09:57,000666.SZ,,,
2023-09-22 10:09:57,300965.SZ,,,
